document_id,title,domain,subdomain,entity_type,owner,status,version,valid_from,valid_to,region,business_unit,source_system,source_sheet,source_row,evidence_level,audience,language,tags,aliases,section,filepath
IQVIA-ATTRIBUTE-social-media-type,Social Media Type,IQVIA ChannelDynamics,Metrics specific to other channels,attribute_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Metrics & Measures,215,source_extract,"business,data,analytics,ai_engineering",en,attribute-definition|channels|media|metrics|metrics-measures|other|social|specific|type,,Metrics specific to other channels,30_attributes/iqvia-attribute-social-media-type.md
IQVIA-MEASURE-mentions,Mentions,IQVIA ChannelDynamics,Measures applying to ALL CHANNELS,measure_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Metrics & Measures,224,source_extract,"business,data,analytics,ai_engineering",en,all|applying|channels|measure-definition|measures|meeting|mentions|metrics-measures,,Measures applying to ALL CHANNELS,40_measures/iqvia-measure-mentions.md
IQVIA-MEASURE-total-spending,Total Spending,IQVIA ChannelDynamics,Measures applying to ALL CHANNELS,measure_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Metrics & Measures,225,source_extract,"business,data,analytics,ai_engineering",en,all|applying|channel|channeldynamics|channels|measure-definition|measures|metrics-measures|spending|total,,Measures applying to ALL CHANNELS,40_measures/iqvia-measure-total-spending.md
IQVIA-MEASURE-contact-number,Contact Number,IQVIA ChannelDynamics,Measures applying to ALL CHANNELS,measure_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Metrics & Measures,226,source_extract,"business,data,analytics,ai_engineering",en,all|applying|channel|channeldynamics|channels|clinical-trial|contact|detailing|mailing|measure-definition|measures|meeting|metrics-measures|number,,Measures applying to ALL CHANNELS,40_measures/iqvia-measure-contact-number.md
IQVIA-MEASURE-spending-detailing,Spending Detailing,IQVIA ChannelDynamics,Measures applying to DETAILING CHANNELS only,measure_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Metrics & Measures,228,source_extract,"business,data,analytics,ai_engineering",en,applying|channel|channeldynamics|channels|detailing|measure-definition|measures|metrics-measures|only|spending,,Measures applying to DETAILING CHANNELS only,40_measures/iqvia-measure-spending-detailing.md
IQVIA-MEASURE-quality-index,Quality Index,IQVIA ChannelDynamics,Measures applying to DETAILING CHANNELS only,measure_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Metrics & Measures,229,source_extract,"business,data,analytics,ai_engineering",en,applying|channels|detailing|index|measure-definition|measures|metrics-measures|only|quality,,Measures applying to DETAILING CHANNELS only,40_measures/iqvia-measure-quality-index.md
IQVIA-MEASURE-product-details,Product Details,IQVIA ChannelDynamics,Measures applying to DETAILING CHANNELS only,measure_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Metrics & Measures,230,source_extract,"business,data,analytics,ai_engineering",en,applying|channels|detailing|details|measure-definition|measures|metrics-measures|only|product,,Measures applying to DETAILING CHANNELS only,40_measures/iqvia-measure-product-details.md
IQVIA-MEASURE-non-weighted-calls,Non-Weighted Calls,IQVIA ChannelDynamics,Measures applying to DETAILING CHANNELS only,measure_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Metrics & Measures,231,source_extract,"business,data,analytics,ai_engineering",en,applying|calls|channels|detailing|measure-definition|measures|metrics-measures|non|only|weighted,Calls (non-weighted),Measures applying to DETAILING CHANNELS only,40_measures/iqvia-measure-non-weighted-calls.md
IQVIA-MEASURE-weighted-calls,Weighted Calls,IQVIA ChannelDynamics,Measures applying to DETAILING CHANNELS only,measure_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Metrics & Measures,232,source_extract,"business,data,analytics,ai_engineering",en,applying|calls|channels|detailing|measure-definition|measures|metrics-measures|only|weighted,Calls (weighted),Measures applying to DETAILING CHANNELS only,40_measures/iqvia-measure-weighted-calls.md
IQVIA-CHANNEL-digital-apps,Digital - Apps,IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,3,source_extract,"business,data,analytics,ai_engineering",en,apps|channel|channel-definition|channel-definitions|definitions|digital,,Channel definitions,20_channel_definitions/iqvia-channel-digital-apps.md
IQVIA-CHANNEL-digital-corporate-website,Digital - Corporate Website,IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,4,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|corporate|definitions|digital|website,,Channel definitions,20_channel_definitions/iqvia-channel-digital-corporate-website.md
IQVIA-CHANNEL-digital-detailing-type-not-specified,Digital - Detailing (Type not specified),IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,5,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|definitions|detailing|digital|not|specified|type,Digital - Detailing,Channel definitions,20_channel_definitions/iqvia-channel-digital-detailing-type-not-specified.md
IQVIA-CHANNEL-digital-detailing-automated,Digital - Detailing(Automated),IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,6,source_extract,"business,data,analytics,ai_engineering",en,automated|channel|channel-definition|channel-definitions|definitions|detailing|digital,Digital - Detailing,Channel definitions,20_channel_definitions/iqvia-channel-digital-detailing-automated.md
IQVIA-CHANNEL-digital-detailing-remote-with-rep,Digital - Detailing(Remote with rep),IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,7,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|definitions|detailing|digital|remote|rep|with,Digital - Detailing,Channel definitions,20_channel_definitions/iqvia-channel-digital-detailing-remote-with-rep.md
IQVIA-CHANNEL-digital-e-mailing,Digital - E-Mailing,IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,8,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|definitions|digital|mailing,,Channel definitions,20_channel_definitions/iqvia-channel-digital-e-mailing.md
IQVIA-CHANNEL-digital-meetings-type-not-specified,Digital - Meetings (Type not specified),IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,9,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|definitions|digital|meeting|meetings|not|specified|type,Digital - Meetings,Channel definitions,20_channel_definitions/iqvia-channel-digital-meetings-type-not-specified.md
IQVIA-CHANNEL-digital-meetings-automated,Digital - Meetings(Automated),IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,10,source_extract,"business,data,analytics,ai_engineering",en,automated|channel|channel-definition|channel-definitions|definitions|digital|meeting|meetings,Digital - Meetings,Channel definitions,20_channel_definitions/iqvia-channel-digital-meetings-automated.md
IQVIA-CHANNEL-digital-meetings-live,Digital - Meetings(Live),IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,11,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|definitions|digital|live|meeting|meetings,Digital - Meetings,Channel definitions,20_channel_definitions/iqvia-channel-digital-meetings-live.md
IQVIA-CHANNEL-digital-messaging-texting,Digital - Messaging / Texting,IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,12,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|definitions|digital|messaging|texting,,Channel definitions,20_channel_definitions/iqvia-channel-digital-messaging-texting.md
IQVIA-CHANNEL-digital-social-media,Digital - Social Media,IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,13,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|definitions|digital|media|social,,Channel definitions,20_channel_definitions/iqvia-channel-digital-social-media.md
IQVIA-CHANNEL-digital-web-advertising,Digital - Web Advertising,IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,14,source_extract,"business,data,analytics,ai_engineering",en,advertising|channel|channel-definition|channel-definitions|definitions|digital|web,,Channel definitions,20_channel_definitions/iqvia-channel-digital-web-advertising.md
IQVIA-CHANNEL-not-specified-detailing,Not specified - Detailing,IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,15,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|definitions|detailing|not|specified,,Channel definitions,20_channel_definitions/iqvia-channel-not-specified-detailing.md
IQVIA-CHANNEL-traditional-clinical-trials,Traditional - Clinical Trials,IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,16,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|clinical|clinical-trial|definitions|traditional|trials,,Channel definitions,20_channel_definitions/iqvia-channel-traditional-clinical-trials.md
IQVIA-CHANNEL-traditional-detailing-face-to-face,Traditional - Detailing(Face to Face),IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,17,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|definitions|detailing|face|traditional,Traditional - Detailing,Channel definitions,20_channel_definitions/iqvia-channel-traditional-detailing-face-to-face.md
IQVIA-CHANNEL-traditional-detailing-telephone-only,Traditional - Detailing(Telephone only),IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,18,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|definitions|detailing|only|telephone|traditional,Traditional - Detailing,Channel definitions,20_channel_definitions/iqvia-channel-traditional-detailing-telephone-only.md
IQVIA-CHANNEL-traditional-dtc,Traditional - DTC,IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,19,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|definitions|dtc|traditional,,Channel definitions,20_channel_definitions/iqvia-channel-traditional-dtc.md
IQVIA-CHANNEL-traditional-journal-advertising,Traditional - Journal Advertising,IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,20,source_extract,"business,data,analytics,ai_engineering",en,advertising|channel|channel-definition|channel-definitions|definitions|journal|traditional,,Channel definitions,20_channel_definitions/iqvia-channel-traditional-journal-advertising.md
IQVIA-CHANNEL-traditional-mailing,Traditional - Mailing,IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,21,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|definitions|mailing|traditional,,Channel definitions,20_channel_definitions/iqvia-channel-traditional-mailing.md
IQVIA-CHANNEL-traditional-meetings,Traditional - Meetings,IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,22,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|definitions|meeting|meetings|traditional,,Channel definitions,20_channel_definitions/iqvia-channel-traditional-meetings.md
IQVIA-CHANNEL-traditional-merchandising,Traditional - Merchandising,IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,23,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|channeldynamics|definitions|merchandising|traditional,,Channel definitions,20_channel_definitions/iqvia-channel-traditional-merchandising.md
IQVIA-CHANNEL-traditional-samples,Traditional - Samples,IQVIA ChannelDynamics,Channel definitions,channel_definition,TO_BE_ASSIGNED,draft,0.1,,,multi-country,ChannelDynamics,IQVIA CD Metrics Measures Description.xlsx,Channel Definitions,24,source_extract,"business,data,analytics,ai_engineering",en,channel|channel-definition|channel-definitions|definitions|samples|traditional,,Channel definitions,20_channel_definitions/iqvia-channel-traditional-samples.md
